Standard Name,Standard Description,Standard URL,Domain,Grade,Strand,Parent Standard
CCSS.Math.Content.HSS-CP.B.9, (+) Use permutations and combinations to compute probabilities of compound events and solve problems.,http://www.corestandards.org/Math/Content/HSS/CP/B/9,Conditional Probability & the Rules of Probability,High School: Statistics & Probability,Use the rules of probability to compute probabilities of compound events.,
CCSS.Math.Content.HSS-MD.A.1, (+) Define a random variable for a quantity of interest by assigning a numerical value to each event in a sample space; graph the corresponding probability distribution using the same graphical displays as for data distributions.,http://www.corestandards.org/Math/Content/HSS/MD/A/1,Using Probability to Make Decisions,High School: Statistics & Probability,Calculate expected values and use them to solve problems,
CCSS.Math.Content.HSS-MD.A.2, (+) Calculate the expected value of a random variable; interpret it as the mean of the probability distribution.,http://www.corestandards.org/Math/Content/HSS/MD/A/2,Using Probability to Make Decisions,High School: Statistics & Probability,Calculate expected values and use them to solve problems,
CCSS.Math.Content.HSS-MD.A.3, (+) Develop a probability distribution for a random variable defined for a sample space in which theoretical probabilities can be calculated; find the expected value. ,http://www.corestandards.org/Math/Content/HSS/MD/A/3,Using Probability to Make Decisions,High School: Statistics & Probability,Calculate expected values and use them to solve problems,
CCSS.Math.Content.HSS-MD.A.4, (+) Develop a probability distribution for a random variable defined for a sample space in which probabilities are assigned empirically; find the expected value. ,http://www.corestandards.org/Math/Content/HSS/MD/A/4,Using Probability to Make Decisions,High School: Statistics & Probability,Calculate expected values and use them to solve problems,
CCSS.Math.Content.HSS-MD.B.5, (+) Weigh the possible outcomes of a decision by assigning probabilities to payoff values and finding expected values.,http://www.corestandards.org/Math/Content/HSS/MD/B/5,Using Probability to Make Decisions,High School: Statistics & Probability,Use probability to evaluate outcomes of decisions,
CCSS.Math.Content.HSS-MD.B.5a, Find the expected payoff for a game of chance. ,http://www.corestandards.org/Math/Content/HSS/MD/B/5/a,Using Probability to Make Decisions,High School: Statistics & Probability,Use probability to evaluate outcomes of decisions,CCSS.Math.Content.HSS-MD.B.5
CCSS.Math.Content.HSS-MD.B.5b, Evaluate and compare strategies on the basis of expected values. ,http://www.corestandards.org/Math/Content/HSS/MD/B/5/b,Using Probability to Make Decisions,High School: Statistics & Probability,Use probability to evaluate outcomes of decisions,CCSS.Math.Content.HSS-MD.B.5
CCSS.Math.Content.HSS-MD.B.6," (+) Use probabilities to make fair decisions (e.g., drawing by lots, using a random number generator).",http://www.corestandards.org/Math/Content/HSS/MD/B/6,Using Probability to Make Decisions,High School: Statistics & Probability,Use probability to evaluate outcomes of decisions,
CCSS.Math.Content.HSS-MD.B.7," (+) Analyze decisions and strategies using probability concepts (e.g., product testing, medical testing, pulling a hockey goalie at the end of a game).",http://www.corestandards.org/Math/Content/HSS/MD/B/7,Using Probability to Make Decisions,High School: Statistics & Probability,Use probability to evaluate outcomes of decisions,
